slug,matching_criteria,new_criteria
your-get-ready-for-brexit-results-6a7d13fad9,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""personal-service"",""legal-service"",""construction"",""environment"",""electricity"",""oil-gas-coal"",""renewables"",""finance"",""consumer-goods"",""port-airports"",""rail-passenger-freight"",""warehouse-pipeline"",""sell-goods-provide-services-in-uk"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-eu"",""working-eu"",""living-row"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""personal-service"",""legal-service"",""construction"",""environment"",""electricity"",""oil-gas-coal"",""renewables"",""finance"",""consumer-goods"",""port-airports"",""rail-passenger-freight"",""warehouse-pipeline"",""sell-goods-provide-services-in-uk"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-eu"",""working-eu"",""living-row"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-a73c415e2b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""sell-goods-provide-services-in-uk"",""import-from-eu"",""export-to-eu"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-uk"",""visiting-eu"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""sell-goods-provide-services-in-uk"",""import-from-eu"",""export-to-eu"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-uk"",""visiting-eu"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-e4e51edfc6,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""finance"",""road-passenger-freight"",""import-from-eu"",""haulage-goods-across-eu-borders"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""return-to-uk-no"",""travelling"",""living-driving-eu"",""working-uk"",""living-eu"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""finance"",""road-passenger-freight"",""import-from-eu"",""haulage-goods-across-eu-borders"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""return-to-uk-no"",""travelling"",""living-driving-eu"",""working-uk"",""living-eu"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-c5a38d3e32,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""agriculture-farm"",""food-drink-tobacco"",""sell-goods-provide-services-in-uk"",""export-to-eu"",""haulage-goods-across-eu-borders"",""ip"",""ip-trade-marks"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-no"",""travelling"",""visiting-uk"",""working-eu"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""agriculture-farm"",""food-drink-tobacco"",""sell-goods-provide-services-in-uk"",""export-to-eu"",""haulage-goods-across-eu-borders"",""ip"",""ip-trade-marks"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-no"",""travelling"",""visiting-uk"",""working-eu"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
brexit-checklist-do-not-employ-eu-citizens-do-not-eu-uk-funding-do-not-sell-to-public-sector-ip-living-uk-nationality-uk-owns-operates-business-organisation-personal-eu-org-travelling-visiting-row-working-uk,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
brexit-checklist-do-not-eu-uk-funding-do-not-sell-to-public-sector-employ-eu-citizens-living-uk-nationality-row-owns-operates-business-organisation-personal-eu-org-travelling-visiting-driving-visiting-uk-working-uk,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""travelling"",""visiting-uk"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""travelling"",""visiting-uk"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-65a09a168b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""provide-services-do-business-in-eu"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""return-to-uk"",""visiting-driving"",""travelling"",""visiting-uk"",""visiting-eu"",""living-driving-eu"",""working-uk"",""working-eu"",""living-eu"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""provide-services-do-business-in-eu"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""return-to-uk"",""visiting-driving"",""travelling"",""visiting-uk"",""visiting-eu"",""living-driving-eu"",""working-uk"",""working-eu"",""living-eu"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-594bffb717,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""agriculture-farm"",""personal-service"",""charity"",""construction"",""defence"",""electricity"",""insurance"",""sell-goods-provide-services-in-uk"",""ip"",""ip-copyright"",""sell-public-sector"",""sell-public-sector-contracts"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-yes"",""visiting-bring-pet"",""travelling"",""visiting-uk"",""working-uk"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""agriculture-farm"",""personal-service"",""charity"",""construction"",""defence"",""electricity"",""insurance"",""sell-goods-provide-services-in-uk"",""ip"",""ip-copyright"",""sell-public-sector"",""sell-public-sector-contracts"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-yes"",""visiting-bring-pet"",""travelling"",""visiting-uk"",""working-uk"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-ca4444a937,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""accommodation"",""restaurants-catering"",""sell-goods-provide-services-in-uk"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""accommodation"",""restaurants-catering"",""sell-goods-provide-services-in-uk"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-a0045598c1,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""air-passenger-freight"",""port-airports"",""postal-couriers"",""rail-passenger-freight"",""road-passenger-freight"",""warehouse-pipeline"",""sell-goods-provide-services-in-uk"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""sell-defence-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-uk"",""visiting-eu"",""visiting-row"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""air-passenger-freight"",""port-airports"",""postal-couriers"",""rail-passenger-freight"",""road-passenger-freight"",""warehouse-pipeline"",""sell-goods-provide-services-in-uk"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""sell-defence-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-uk"",""visiting-eu"",""visiting-row"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-71c07cadd3,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""sell-goods-provide-services-in-uk"",""import-from-eu"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-bring-pet"",""visiting-driving"",""travelling"",""visiting-uk"",""visiting-ie"",""visiting-eu"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""sell-goods-provide-services-in-uk"",""import-from-eu"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-bring-pet"",""visiting-driving"",""travelling"",""visiting-uk"",""visiting-ie"",""visiting-eu"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-33f84b4949,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""creative"",""sell-goods-provide-services-in-uk"",""provide-services-do-business-in-eu"",""ip"",""ip-designs"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-uk"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""creative"",""sell-goods-provide-services-in-uk"",""provide-services-do-business-in-eu"",""ip"",""ip-designs"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-uk"",""visiting-row"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
your-get-ready-for-brexit-results-4d31ae1e80,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""sell-goods-provide-services-in-uk"",""provide-services-do-business-in-eu"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-eu"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""sell-goods-provide-services-in-uk"",""provide-services-do-business-in-eu"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""travelling"",""visiting-eu"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
